Ensembl	Entrez	Symbol	CCs_3	CCs_4	CSCs_3	CSCs_4	NCs_3	NCs_4	SCs_3	SCs_4
ENSG00000000003	7105	TSPAN6	28.3432475988709	37.216232634729	13.9677701710891	22.1044729685004	44.2950058293927	32.0458572107731	28.1631662319876	19.6086843502711
ENSG00000000005	64102	TNMD	0.400578819959864	1.22670108953743	0	0.337218628957252	1.59547720904471	0.844327764511485	0.476298370467346	0.53693684223648
ENSG00000000419	8813	DPM1	117.347358307116	126.62539644747	144.746040422646	147.171485284634	118.39006644422	116.631226243683	142.367268495629	125.057453135761
ENSG00000000457	57147	SCYL3	17.8864292040077	27.6827198792703	11.8706026878101	15.748301044896	21.5272178942039	16.3170198418358	15.6271260214877	18.7857746572733
ENSG00000000460	55732	C1orf112	10.2448871937608	10.8290546906241	7.46370896554995	9.33773634676402	11.6286717167527	10.6461669684031	10.9683342765253	10.3851513772251
ENSG00000000938	2268	FGR	0.757570116044734	1.48013197870022	1.4965682664114	1.43901219784478	1.03054052442755	1.37077686078016	2.13809159526509	1.00944028640082
ENSG00000000971	3075	CFH	6.35544902725294	14.8281631126544	7.62244468139828	15.5862619335936	10.9778428837669	7.75222393734295	13.8816162455283	13.1398910750202
ENSG00000001036	2519	FUCA2	4.44639651184365	5.69896677433075	2.01774206648787	1.95973972887985	3.50484844589297	4.46910883693827	2.98943895737691	2.63553647318343
ENSG00000001084	2729	GCLC	161.714106545264	125.884821726685	212.017079322141	153.526274145326	138.409873184704	112.354274341414	204.334606415063	234.825618940376
ENSG00000001167	4800	NFYA	0	0	0	0	0	0	0	0
ENSG00000001460	90529	STPG1	5.0789873833285	4.90548174195082	5.26724105567935	7.94696449855645	4.92511498270354	6.51300806873869	5.91186554878076	7.24163738972728
ENSG00000001461	57185	NIPAL3	27.2050828978361	25.2777283336504	22.5570315665726	22.8137231329803	26.0254731374533	29.4447176727339	19.8382051445447	22.5075125654148
ENSG00000001497	81887	LAS1L	30.2203714373156	22.0102036923538	46.2017301414724	31.8128277516551	27.7416747000557	23.5911431684246	32.3269303034746	34.0646620044522
ENSG00000001561	22875	ENPP4	20.2714964764013	22.2232592732478	5.17692095516063	6.37113749024748	29.5937523001071	15.3926842129266	11.7861429546986	6.99682815348467
ENSG00000001617	6405	SEMA3F	5.07753990356088	7.94495369367649	17.8479233200529	26.2194820930144	6.16789140434147	5.79472677012045	16.731548796018	26.2876020815536
ENSG00000001626	1080	CFTR	35.6888249731371	27.8532435254406	4.07273697606386	3.64909766422621	34.7245937695261	43.4462430791801	4.40433296170753	10.0255961801186
ENSG00000001629	54467	ANKIB1	116.017471315689	111.335274869691	113.683938221075	119.439561573633	103.668939775301	76.4771315134889	129.014782969562	122.511751891745
ENSG00000001630	1595	CYP51A1	2.73651294746172	1.47883802443126	1.84400861810429	1.41041285446558	1.54815089727288	1.37017959422656	2.04902968976666	1.48563801046559
ENSG00000001631	889	KRIT1	0	0.0171673949269659	0.0291366968142866	0.053485353142156	0.0303665294719535	0.0562449675237438	0.0161880905132588	0.0393055983306573
ENSG00000002016	5893	RAD52	21.9420762638286	17.6919554872126	19.8507286584988	23.0770472629249	19.1824618132298	14.9336999847672	23.1506303040061	23.5431106941744
ENSG00000002330	572	BAD	1.23081829458394	1.6212936014633	2.27542590238316	3.39982716079852	1.87511541589461	2.6850809320502	3.46921773952646	2.35571245826468
ENSG00000002549	51056	LAP3	13.5034749792124	10.8335560049815	11.4380433434828	10.2863709444884	13.6131426707619	12.1560712425542	10.8258421997509	12.0959577915847
ENSG00000002586	4267	CD99	131.241099511017	150.880580022499	129.247424217573	128.537634517752	107.770025491452	185.400111458292	121.41431767094	131.287510963258
ENSG00000002587	9957	HS3ST1	57.1947893829769	47.9601644504169	29.5884155457445	89.9143242825801	48.333753519829	28.0455725917551	56.3817932930371	91.7765526348943
ENSG00000002726	26	AOC1	0.137437084672422	0.389929721175876	0.0709064070485752	0.24585918868536	0.32023030007479	1.40787238792099	0.341423084747737	0.175364229372214
ENSG00000002745	51384	WNT16	1.5699155223427	2.28414714120182	2.74136682545153	4.18506501893393	2.56848367756065	3.1613866488569	2.80000402344591	6.46237503730207
ENSG00000002746	23072	HECW1	0.688299911382776	0.710807763602538	0.804260649890329	0.551649505971261	0.608376583995692	1.09106414934418	0.598189151357975	0.79621549393431
ENSG00000002822	8379	MAD1L1	0	0	0	0.00764921924605661	0	0	0.0138908594113773	0
ENSG00000002834	3927	LASP1	9.13644211824051	11.6597561977186	9.36972787637946	12.2183846526587	9.29829927377621	9.33303002811984	14.1522105900774	9.04818102186239
ENSG00000002919	29916	SNX11	14.5381451263969	10.6624661796477	14.9884792134538	11.6711685436442	14.1582806812878	11.197387710919	10.3048912954452	11.7665657724768
ENSG00000002933	55365	TMEM176A	0.642400776559161	1.53158639814346	0.129971287773824	0	0.379280311161345	1.16128214223681	0	0.227931774271223
ENSG00000003056	4074	M6PR	53.5088382991296	41.384541074133	96.8360922572719	68.5243304244939	59.8551486006458	45.9140209868159	69.7833767472094	73.3766448233796
ENSG00000003096	90293	KLHL13	2.31432792674506	3.98083935717027	4.37478552614292	4.97362466469501	3.37236769375626	2.64129616929693	6.48637290683949	5.50002567619006
ENSG00000003137	56603	CYP26B1	0.943177408990245	2.1449966761349	4.05502642901922	6.46222514801749	1.70925716299142	1.60034036009931	5.26686545605977	3.41587202912238
ENSG00000003147	3382	ICA1	131.241861099363	147.708814408221	45.3853668207932	52.9141124833254	117.963239522943	82.3740484145035	60.6534433835788	57.8667676132066
ENSG00000003249	79007	DBNDD1	4.44489076990358	8.40721664363374	0.730748356102309	1.17667776912743	3.48729224455914	5.39855268283614	0.277787633207521	0.67448406735408
ENSG00000003393	57679	ALS2	34.3831560954475	26.0399151427323	43.5111820681676	30.5130199083186	28.490117671034	21.9827034806225	37.7072954761396	38.266858084603
ENSG00000003400	843	CASP10	32.7218100994098	35.8814994454681	6.92678557893548	9.72431590998585	30.8025721662231	40.8998116037772	10.5451796835812	10.277099629055
ENSG00000003402	8837	CFLAR	51.2080831739502	47.4136183502759	43.029873335502	56.6914335245412	59.0307744420441	58.927907485338	53.7204192560235	51.0967375286897
ENSG00000003436	7035	TFPI	0.173855448239367	0.0727379328167297	0.00771572763513037	0.047211759560346	0.104538216449206	0.0808547987978832	0.0857357978011418	0.0780642603007293
ENSG00000003509	55471	NDUFAF7	30.2113890848722	29.1135319338928	32.1325334172162	31.9008268813398	25.5423184546096	22.1187510739929	25.1696208964655	32.2764848425013
ENSG00000003756	10181	RBM5	34.6140015222015	38.0799108452156	30.185522249539	29.2351652931077	38.3081641658263	33.306541432844	26.2010551700863	32.2326247916783
ENSG00000003987	9108	MTMR7	8.89460753927047	10.1156594872254	7.69708426321754	10.8404496669064	6.75749080365673	6.87871684803994	10.0314942512451	13.1992601784461
ENSG00000003989	6542	SLC7A2	124.649993950005	139.704754770119	155.964746264125	93.3764142534548	152.466829567297	116.365041022497	141.721295456824	77.4742729066407
ENSG00000004059	381	ARF5	0	0	0	0	0	0	0	0
ENSG00000004139	23098	SARM1	0.993853907927436	0.709723758792466	0.463914985188769	0.36354627878219	1.03485194772481	0.740666668236387	0.479319083101814	0.378788458149358
ENSG00000004142	26073	POLDIP2	83.6318558363846	42.3632667605858	137.401001516564	68.3945055063531	87.4938189387863	54.7406719428969	70.6025560758694	59.2962048236615
ENSG00000004399	23129	PLXND1	1.31551762808754	1.74995306020779	1.00238854178836	0.920027165140303	0.851235751605666	1.64832756333909	0.990076781705558	1.00165098395317
ENSG00000004455	204	AK2	2.92811672281519	4.0500140918903	5.07078421814808	3.86121461403853	3.40577112715386	3.76522637450214	4.65373376007676	3.88896327986095
ENSG00000004468	952	CD38	6.91727240977215	4.9082776327985	0.632687415613246	0.540376009185108	4.21736490412045	16.4661275931103	0.351515520644915	2.72052979456321
ENSG00000004478	2288	FKBP4	0	0	0	0	0	0	0	0
ENSG00000004487	23028	KDM1A	0.16906782548306	0.195784040674442	0.265829510346815	0.345649094681183	0.259734304472426	0.229085989047601	0.166154084907779	0.156890029807333
ENSG00000004534	10180	RBM6	127.240604953378	129.882794608509	118.66434130733	129.656058269558	108.13487445978	85.5746490678146	127.399620291311	136.959993891206
ENSG00000004660	84254	CAMKK1	1.8030088793996	0.515839452787337	3.53843290107815	1.56990628769497	1.34331754187165	1.26081432917402	1.59435595294261	1.27945988829443
ENSG00000004700	5965	RECQL	12.8121621621881	17.6148647338741	23.2950782340437	19.9322177065159	13.0863751181661	13.573626737773	29.0742046619258	21.2620300630589
ENSG00000004766	55610	VPS50	21.827292235545	19.1531231990935	18.2957668016706	15.7134920582336	22.0242952017125	14.768561875286	22.9985636309635	17.7359614764277
ENSG00000004776	126393	HSPB6	0.0381061058430497	0	0.157277320506816	0	0	0.404807167653488	0.0582545902228872	0.141445436220069
ENSG00000004777	115703	ARHGAP33	0.0249790594955961	0.0202483874765963	0.0859144805303395	0.126168490834196	0.0358163400844105	0.180063329490191	0.0572799887134549	0.185438731591938
ENSG00000004779	4706	NDUFAB1	116.706103231201	75.7517289778508	147.483860895516	129.292410713303	96.9961093208447	84.724167707552	125.214252674688	107.709146340228
ENSG00000004799	5166	PDK4	0	0	0	0	0	0	0	0
ENSG00000004809	85413	SLC22A16	0.36992280072055	0.381646084918493	0.370133743610616	0.198170968028116	0.602744909278217	0.918642438599074	0.179937649042693	0.436898777656459
ENSG00000004838	51364	ZMYND10	0	0	0	0.0382858118026925	0	0	0	0
ENSG00000004846	340273	ABCB5	0.830323689898442	1.07001255112902	0.927545985114198	0.902115385923883	0.81406048976558	0.796982657457081	0.629252780119578	0.75075943213102
ENSG00000004848	170302	ARX	3.62862150077966	1.50490905510066	0.464390666758727	1.61613706440528	1.60322403479961	2.36919346823385	0.193508503938839	2.89740574361135
ENSG00000004864	10165	SLC25A13	150.124416884538	178.850568175354	105.437585192869	138.289451271475	132.637464792595	136.715554347847	141.550740410491	154.691515381169
ENSG00000004866	7982	ST7	26.5430109334901	33.1588818671545	21.3286584584702	28.1112891716978	22.2009778042951	26.5733767002415	24.8172503655789	32.9229043521957
ENSG00000004897	996	CDC27	55.8079555636581	60.3859493893556	76.1836835866148	68.1410923348039	60.5295622568096	53.0779076935762	79.3998796265049	63.7949386987803
ENSG00000004939	6521	SLC4A1	0.038455566716147	0.0831270385380655	0.0529065562056101	0.107909961266321	0.0183798974481951	0.301526331262342	0	0.130847378169628
ENSG00000004948	799	CALCR	0.155417379875604	0.302360590849954	0.128292453538562	0.117751288464846	0.0222845929552874	0.165102331922075	0.0950375335171588	0.10095596902672
ENSG00000004961	3052	HCCS	17.7205264751174	16.4555525232337	22.2579741100462	21.8571787742058	20.2626014121587	17.020609890485	16.288411074186	19.6705143645763
ENSG00000004975	1856	DVL2	7.35842438980586	7.48608114629943	8.76473018140298	6.2776787276808	7.7361544488656	9.9866853142387	6.92692074248121	6.04932438070448
ENSG00000005001	64063	PRSS22	21.4941454065712	26.3585762142907	9.09886243468965	11.1582023182315	28.8833843550679	30.5493085099344	13.9440572076968	10.688979403748
ENSG00000005007	5976	UPF1	13.8112124492953	15.5425209592157	15.6487032451371	15.2021294851408	16.1887358367111	17.8123626475695	16.150692259501	12.9581782492829
ENSG00000005020	8935	SKAP2	81.2823069013579	79.0901788217077	66.0205266286446	114.837253407676	83.4436544544071	53.3453368868758	120.344746989052	133.900228493332
ENSG00000005022	292	SLC25A5	717.57448627074	536.84764570972	903.762211684948	886.142028869593	616.066385769606	545.647409659446	669.496366430723	802.202288339552
ENSG00000005059	55013	MCUB	64.3089575604764	80.1120758006529	36.2799330042385	53.1725954709551	59.6978293594277	84.0634097734078	48.7040492124613	52.5259119443691
ENSG00000005073	3207	HOXA11	8.56569292347298	5.90594405499463	5.45204473450156	6.56849834478442	7.02330382539451	3.56732118486354	4.66595476938476	4.8651612518962
ENSG00000005075	5439	POLR2J	21.3811531917175	30.5764100010057	26.4809352816333	33.0598691296541	20.2297561304811	28.2171721795228	30.9816397501842	26.4997763788859
ENSG00000005100	56919	DHX33	14.5597841881836	8.26074048004431	23.7625591663966	16.2118918963266	12.6105813054154	8.82628070429729	17.8516859625222	13.7848583107967
