Subsystem	0
Cholesterol_biosynthesis_2	4.0
Glycosphingolipid_biosynthesis-globo_series	3.0
Keratan_sulfate_degradation	3.0
Thiamine_metabolism	3.0
Pentose_and_glucuronate_interconversions	3.0
Acyl-CoA_hydrolysis	2.0
Biopterin_metabolism	2.0
Glucocorticoid_biosynthesis	2.0
Fatty_acid_biosynthesis	2.0
Ether_lipid_metabolism	2.0
Pentose_phosphate_pathway	2.0
Protein_degradation	2.0
Glycosphingolipid_biosynthesis-ganglio_series	2.0
Pyruvate_metabolism	2.0
Riboflavin_metabolism	2.0
Tryptophan_metabolism	2.0
Bile_acid_biosynthesis	2.0
Androgen_metabolism	2.0
Ascorbate_and_aldarate_metabolism	1.0
Glycerophospholipid_metabolism	1.0
Acylglycerides_metabolism	1.0
Fructose_and_mannose_metabolism	1.0
Formation_and_hydrolysis_of_cholesterol_esters	1.0
Amino_sugar_and_nucleotide_sugar_metabolism	1.0
Fatty_acid_desaturation_(even-chain)	1.0
Eicosanoid_metabolism	1.0
Biotin_metabolism	1.0
Drug_metabolism	1.0
Beta_oxidation_of_branched-chain_fatty_acids_(mitochondrial)	1.0
Beta_oxidation_of_even-chain_fatty_acids_(mitochondrial)	1.0
Chondroitin_sulfate_degradation	1.0
Carnitine_shuttle_(mitochondrial)	1.0
Glycine,_serine_and_threonine_metabolism	1.0
Blood_group_biosynthesis	1.0
Butanoate_metabolism	1.0
Vitamin_E_metabolism	1.0
Glycosphingolipid_biosynthesis-lacto_and_neolacto_series	1.0
Glycosylphosphatidylinositol_(GPI)-anchor_biosynthesis	1.0
Tricarboxylic_acid_cycle_and_glyoxylate/dicarboxylate_metabolism	1.0
Transport_reactions	1.0
Terpenoid_backbone_biosynthesis	1.0
Sulfur_metabolism	1.0
Steroid_metabolism	1.0
Sphingolipid_metabolism	1.0
Serotonin_and_melatonin_biosynthesis	1.0
Pyrimidine_metabolism	1.0
Purine_metabolism	1.0
Protein_assembly	1.0
Propanoate_metabolism	1.0
Phosphatidylinositol_phosphate_metabolism	1.0
Phenylalanine_metabolism	1.0
Peptide_metabolism	1.0
Oxidative_phosphorylation	1.0
O-glycan_metabolism	1.0
Nucleotide_metabolism	1.0
Nicotinate_and_nicotinamide_metabolism	1.0
Metabolism_of_other_amino_acids	1.0
Histidine_metabolism	1.0
Valine,_leucine,_and_isoleucine_metabolism	1.0
Heme_synthesis	1.0
