Subsystem	0
Vitamin_B6_metabolism	3.0
Glutathione_metabolism	3.0
Oxidative_phosphorylation	3.0
C5-branched_dibasic_acid_metabolism	3.0
Biopterin_metabolism	2.0
Glucocorticoid_biosynthesis	2.0
Ubiquinone_synthesis	2.0
Heme_synthesis	2.0
Histidine_metabolism	2.0
Phenylalanine_metabolism	2.0
Phosphatidylinositol_phosphate_metabolism	2.0
Butanoate_metabolism	2.0
Bile_acid_recycling	2.0
Amino_sugar_and_nucleotide_sugar_metabolism	2.0
Thiamine_metabolism	2.0
Starch_and_sucrose_metabolism	2.0
Ascorbate_and_aldarate_metabolism	2.0
Beta_oxidation_of_branched-chain_fatty_acids_(mitochondrial)	2.0
Drug_metabolism	1.0
Fatty_acid_biosynthesis	1.0
Androgen_metabolism	1.0
Ether_lipid_metabolism	1.0
Cysteine_and_methionine_metabolism	1.0
Blood_group_biosynthesis	1.0
Chondroitin/heparan_sulfate_biosynthesis	1.0
Cholesterol_biosynthesis_2	1.0
Carnitine_shuttle_(peroxisomal)	1.0
Beta_oxidation_of_di-unsaturated_fatty_acids_(n-6)_(peroxisomal)	1.0
Fatty_acid_oxidation	1.0
Beta_oxidation_of_even-chain_fatty_acids_(mitochondrial)	1.0
Beta_oxidation_of_phytanic_acid_(peroxisomal)	1.0
Fatty_acid_desaturation_(even-chain)	1.0
Glycosphingolipid_biosynthesis-ganglio_series	1.0
Folate_metabolism	1.0
Fructose_and_mannose_metabolism	1.0
Tryptophan_metabolism	1.0
Tricarboxylic_acid_cycle_and_glyoxylate/dicarboxylate_metabolism	1.0
Sulfur_metabolism	1.0
Steroid_metabolism	1.0
Serotonin_and_melatonin_biosynthesis	1.0
Riboflavin_metabolism	1.0
Pyruvate_metabolism	1.0
Protein_modification	1.0
Propanoate_metabolism	1.0
Porphyrin_metabolism	1.0
Peptide_metabolism	1.0
Pentose_and_glucuronate_interconversions	1.0
O-glycan_metabolism	1.0
Nucleotide_metabolism	1.0
Nicotinate_and_nicotinamide_metabolism	1.0
N-glycan_metabolism	1.0
Metabolism_of_other_amino_acids	1.0
Glycosylphosphatidylinositol_(GPI)-anchor_biosynthesis	1.0
Galactose_metabolism	1.0
Acylglycerides_metabolism	1.0
