Ensembl	Entrez	Symbol	CCs_1	CCs_2	CCs_3	CCs_4	CCs_5	CSCs_1	CSCs_2	CSCs_3	CSCs_4	CSCs_5
ENSG00000000003	7105	TSPAN6	126.612848557615	125.856643174254	110.633764071071	22.0202672014235	61.6883849240535	150.263331264391	171.530088285206	198.027329668927	25.9011253396395	67.7302412446426
ENSG00000000005	64102	TNMD	0.0650556957749875	0	0.0697275552597892	0.0682853065086506	0.0902380879122643	0.153811843512212	0.144053047539367	0.156558692046927	0.0756058366106473	0
ENSG00000000419	8813	DPM1	124.096246493247	161.887631196318	78.5920660073196	81.4728690836964	40.7218124389995	121.420465380054	127.80724120226	74.1177799718116	81.7471449380591	119.513619081518
ENSG00000000457	57147	SCYL3	18.8068663900208	17.3658688794333	15.0600989363865	20.4520657695781	6.3930105372983	17.0405289016832	32.5559461722796	37.9999210013098	26.8754117431671	15.4751232606596
ENSG00000000460	55732	C1orf112	28.1651444106984	42.973764752339	19.648572645066	14.7385358819264	25.1818706189076	10.0704608110216	19.9061087439344	16.0017670253729	27.9346402014153	18.1772472328709
ENSG00000000938	2268	FGR	0.0283921368905623	0.157766584333683	0.407936775563829	0.0314074257548211	1.05418259646694	0.133492156327637	1.16072566975792	0.311896203725667	0.0966437932435047	0.448205260319307
ENSG00000000971	3075	CFH	58.1572975543684	12.6456031423285	35.1376138913006	0.244737938120408	12.0773818961811	188.858298102096	88.7045911057212	238.631700090608	0.146867545472879	108.354029397755
ENSG00000001036	2519	FUCA2	33.050137866278	33.4588356442094	33.8394456422684	31.2051512308538	44.5482247176699	33.2165929919621	22.4527655175224	43.0372669175133	22.3300014862757	31.3889602039652
ENSG00000001084	2729	GCLC	55.2540982953352	49.4392598280276	46.5609100903033	39.1321309124158	146.27262643087	57.9868335827046	38.5430943222446	39.7241552898591	34.5366634677785	250.817550752885
ENSG00000001167	4800	NFYA	0	0	0	0	0	0	0	0	0	0
ENSG00000001460	90529	STPG1	3.93594222706556	4.95865285695648	6.23821222900903	5.71459266234495	7.84800143748695	5.55358409420604	3.82992998262223	6.41661284422728	5.29441542449092	6.75030162308755
ENSG00000001461	57185	NIPAL3	19.2889584885577	14.9080120196775	50.1687567994783	43.5009586699414	36.5454575256854	34.1224495095309	26.7695817375283	79.3884485650181	36.0123477294504	34.8481931531642
ENSG00000001497	81887	LAS1L	53.1051835348786	74.5654933552996	37.0365079013631	41.3566272255961	54.592485195367	30.0254688264177	34.0134637519546	19.1351468152418	41.6267927837935	31.0574129347231
ENSG00000001561	22875	ENPP4	36.2085239232966	12.1301367199136	13.882501972573	42.523562177278	7.28684766914397	58.9159765584336	30.1702348920231	63.0782531498908	40.5330658764052	70.319568660009
ENSG00000001617	6405	SEMA3F	4.58632546959528	10.0418999227496	71.4259256367598	22.9603587584797	37.0326539616504	2.49859382257628	22.6606275388116	47.2692730577858	16.6483953305907	26.9842666318217
ENSG00000001626	1080	CFTR	1.42116791891572	2.92676253231855	0.901154876894648	15.3692992325994	0.442095834442825	2.05645501296541	6.97443945499784	7.01056578233196	43.4641596869357	8.0775516608663
ENSG00000001629	54467	ANKIB1	56.8610114723136	198.121446557976	137.93409492387	45.6766027013787	17.8633347795769	55.0135366155546	210.103737865795	179.724526775952	46.2368662813042	73.4025780562857
ENSG00000001630	1595	CYP51A1	0	0.216325046829432	0.0291634660140121	0.0300991538404095	0.0394466484660658	0.0325316478282808	0.0973439102510651	0.196441453211616	0.176244056233894	0
ENSG00000001631	889	KRIT1	0.0630161516197714	0.411163970502722	0.122845735908475	0.0838552492781998	0	0.0921081296876262	0.17135904107681	0.211903276822384	0.0514048957103674	0.0821729555840418
ENSG00000002016	5893	RAD52	14.5524810076566	12.9192147144514	7.97638583452994	15.2619588316146	6.63835320456929	18.5888876207897	12.9514101824343	15.9959469127204	23.5598674181658	11.6305945290066
ENSG00000002330	572	BAD	9.83451298747881	13.2394524027653	13.4743975317542	10.3019714498324	27.0881158754576	9.99162904977842	12.7448211971876	9.99839685638822	8.17785778513284	10.6814114405366
ENSG00000002549	51056	LAP3	117.027308102738	34.5774775703894	33.537553461576	34.9129178046062	88.4649337586306	77.055347432988	34.323049683862	30.3558823222989	25.3247274857834	70.6983370440994
ENSG00000002586	4267	CD99	174.195390857717	138.928144973789	65.7392978707414	219.315998468318	119.361394771517	91.3913526979796	92.9685685593094	51.6942802415708	162.030459246923	49.3551696610716
ENSG00000002587	9957	HS3ST1	69.4033021392994	74.8914836302896	55.2010445702494	7.1694880375851	56.250901078698	63.8255979452506	54.8353835938908	84.4246036873677	3.623288177033	22.0731166765878
ENSG00000002726	26	AOC1	312.392680380985	0.0847919507372896	0.472075560343796	28.1003903680798	132.606293478653	459.247560787124	0.372132224058343	2.88635364304721	8.01400541139096	69.3092801706165
ENSG00000002745	51384	WNT16	0.304699434315715	2.26154860602244	1.12743575160215	0.253687532242124	2.02320502945669	0.417327722470633	0.796689511554024	1.73085787014017	0.652190849214135	2.42050189061619
ENSG00000002746	23072	HECW1	0.0797381622498012	0.0322517285515166	0.267474347945232	0.0594213207921273	0	0.146255640510962	0.0305162968307292	0.223953671735306	0.0692272159830479	0.0309118084378159
ENSG00000002822	8379	MAD1L1	0	0.0158951937790145	0.0465505086830386	0.0139404028225129	0.0376761604696056	0	0	0	0	0.0441182615840201
ENSG00000002834	3927	LASP1	109.758089786359	114.14988456213	107.57401974846	75.3834218346392	221.821007319245	90.4789996251511	68.6041620731656	95.3658058531404	65.1745352546144	98.9168454678707
ENSG00000002919	29916	SNX11	26.4255569908733	35.1886714486503	34.0784843142487	27.2813109162379	102.340105876019	30.3371276709384	40.0805747845849	22.7847836264162	23.3758340638841	48.8108479200038
ENSG00000002933	55365	TMEM176A	97.7325341350611	0.436169402875587	6.86950088683025	0.413632896512781	0.94357644282412	200.978995162733	3.91838439960924	28.3557849380226	0.440202952163578	1.66151331142168
ENSG00000003056	4074	M6PR	309.654606398194	127.913525171817	170.752578964134	121.503430738591	159.308379457984	262.560989988034	102.421700024806	162.681842777645	109.704642499987	157.469867025926
ENSG00000003096	90293	KLHL13	0.649238702231568	0.304168006034992	0.520212737769154	0.67050575665152	0.729106816298768	2.09144530669183	0.59264727905514	1.5682676949991	1.41691658289605	1.88757966736187
ENSG00000003137	56603	CYP26B1	2.14725308197892	0.446037491546003	0.961187489773875	42.3903107511345	4.43221541315351	0.63016815730817	1.02713536085179	8.04263612027482	37.9559179377628	5.51334424938785
ENSG00000003147	3382	ICA1	67.5437866578957	52.2106271185716	70.2897922996732	104.564194900716	40.7073019449866	105.422490580863	87.257798437138	87.4616460091133	114.892123985529	67.9208952117431
ENSG00000003249	79007	DBNDD1	9.75431267018762	41.7924411584915	16.8878920535288	57.4094903189722	45.7951608486448	10.2619718582853	31.4711380636635	18.6342493988266	44.2407771209406	32.5595268075506
ENSG00000003393	57679	ALS2	38.9894810492978	33.3527543494516	27.4734370163178	25.9801403993527	16.7228766165022	40.5242641932939	29.0444116203241	31.6452107204559	23.1445532803783	25.2617821379337
ENSG00000003400	843	CASP10	24.1305873480759	30.8314306650514	31.0927331813274	22.1268642748486	12.4595903306016	39.2066575955239	44.3748829297088	61.3117339893346	22.1654765242459	15.5207266178789
ENSG00000003402	8837	CFLAR	54.7920855893101	34.0672564328922	22.6721396903595	9.74075888426925	20.5896125667103	49.3431234419242	57.6186432644787	28.9664509038763	9.38144358376915	16.6837987334227
ENSG00000003436	7035	TFPI	0.024591652799355	0.177643085383821	0.337656005128595	0.0974274411345972	0.0351379428574351	0.0291813612950339	0.127057886902573	0.193640749969946	0.0469555863431931	0.115668865534599
ENSG00000003509	55471	NDUFAF7	15.9646072281535	18.2166884236217	10.1356260571712	11.701048811333	8.78742303375975	18.6217244435293	16.2342911584342	11.207217558574	17.2377090682878	15.6933778006508
ENSG00000003756	10181	RBM5	24.8759081055159	22.9924698902675	39.1428393915532	20.239092933585	14.9069873683901	35.3572442511174	38.0737513130601	47.5609539609104	29.522835212038	22.9137563818051
ENSG00000003987	9108	MTMR7	1.01180012191896	0.368195911229632	0.676909761340144	0.988393515113168	0.118823863346419	0.916797299361536	0.561853901472797	0.389973248430409	1.33144279664776	0.50605227713256
ENSG00000003989	6542	SLC7A2	0.263769780414531	7.66614288047789	0.828647804616728	0.0382501375357755	3.82408469856511	1.20229205956145	3.71411621459197	0.674463438695792	0.0141169152229368	15.1125519735746
ENSG00000004059	381	ARF5	0	0	0	0	0	0	0	0	0	0
ENSG00000004139	23098	SARM1	1.40389371930163	0.234508466787832	1.80967632927356	3.57951600931778	3.04148977528469	1.95085333246578	0.511027529532278	2.66060984455333	3.31902779072978	2.9253440907221
ENSG00000004142	26073	POLDIP2	173.591902703607	491.118261886165	379.738373309624	220.499083088887	524.374313235248	118.846656608853	282.979302602273	211.902233527147	178.727940404579	264.969065444895
ENSG00000004399	23129	PLXND1	26.367665496045	44.4847601179476	37.4389419761624	10.461326977253	55.6264652826969	17.9943042578427	132.46391643561	38.2640512399439	3.84881586470565	19.4839850276575
ENSG00000004455	204	AK2	2.00742952801456	3.54851304518177	3.08638734287841	4.29270738223335	8.23751186606254	1.61397575785806	2.16144777503964	2.37919905573698	3.569145020094	4.32088382473867
ENSG00000004468	952	CD38	0.144039022431524	0.455807573007184	1.16745141883149	0.0464721805029044	1.64266492752223	0.395798018797779	2.11059892415634	2.59586422881606	0.0953330344901656	8.43911868031124
ENSG00000004478	2288	FKBP4	0	0	0	0	0	0	0	0	0	0
ENSG00000004487	23028	KDM1A	2.66412044402218	10.6630390213338	5.11971378805687	7.4654016116082	9.72100638617367	1.98396795245572	6.92115094175414	3.2936011412829	6.20649198550891	5.27106870940669
ENSG00000004534	10180	RBM6	48.3624703607262	28.6504047774864	17.6200215727378	41.0798783793883	32.9386341546781	55.741350787485	34.0432719732639	15.4915724107235	46.9681392933344	45.5979529027132
ENSG00000004660	84254	CAMKK1	4.36742702545234	2.85643134577934	3.08087761484756	16.8204309892276	9.21532986309879	4.33537218601797	2.68020340030703	2.39083905260959	19.8146218553116	5.04793210719406
ENSG00000004700	5965	RECQL	65.3182084424189	55.665740999566	25.7247503136412	44.701559244807	7.47289368218293	44.1294006095686	35.1642137291563	49.390647953113	47.2822716791001	40.7251728432554
ENSG00000004766	55610	VPS50	11.8550343575907	45.5938790696076	22.1566785314016	16.0632687124972	1.86189309682384	16.4933277734272	57.32131590217	58.5863020616413	16.1265669076299	16.6380516090761
ENSG00000004776	126393	HSPB6	0.40182458186066	0.0607082855560095	0.517899872521837	0.184837437185856	0.161493297490425	0.195282069323703	0	0.13403748808658	0.675214429878865	0.240364282974438
ENSG00000004777	115703	ARHGAP33	2.81785778723237	1.57385948816095	1.25803494737301	1.07704846602719	2.580191173448	1.53638417030622	1.80332835959062	0.815925979147252	3.55879464536131	1.09671031946862
ENSG00000004779	4706	NDUFAB1	217.100859908398	221.778654951613	143.0285905424	254.997121493385	210.586653063783	176.878422232292	108.615379874057	133.846410720786	251.225576387812	194.084561331424
ENSG00000004799	5166	PDK4	0	0	0	0	0	0	0	0	0	0
ENSG00000004809	85413	SLC22A16	0.0754875857909342	0.0267880942663323	0.0526838349441765	0.0271870780401344	0	0.0293842296355267	0	0.025895353278303	0	0
ENSG00000004838	51364	ZMYND10	0.135324404516809	0	0.0712480938480089	0	0.232597055545433	0.117427614005554	0	0.194992870952183	0	0.165131520587513
ENSG00000004846	340273	ABCB5	0.0748347822326647	0.0835769965415123	0.0570911352880259	0.0441381928403489	0.0582026008115213	0.146591067024758	0.0335676471762855	0.103020397077009	0.126607217551429	0.0241505929196284
ENSG00000004848	170302	ARX	2.38104057134937	0.0705148796791377	2.25361127422128	0.363006885824855	0.264358293276811	3.29271809596264	0.236345634632976	1.13214097516532	0.171538557128881	0.737155477808816
ENSG00000004864	10165	SLC25A13	46.8954773987241	333.977705230419	302.515264241634	48.9941940586889	84.5516204507672	49.4708738220233	284.684914385868	183.445265936434	49.0360836230092	106.922358893463
ENSG00000004866	7982	ST7	10.5182236541238	12.4731912036901	9.08758935033558	14.4431480848324	13.9718819654081	12.4798512019697	13.1554751994429	6.36633393213143	15.3255050629663	13.2689279221355
ENSG00000004897	996	CDC27	96.7815162785839	81.3417166045549	49.4964791914188	82.5449492989067	25.0170685603198	52.8453763677683	51.3249537191532	59.0764911421842	84.9272256704552	68.750043555435
ENSG00000004939	6521	SLC4A1	0.0588865120934079	0	0	0.0403920051335753	0.0259885693187321	0.0218969943098579	0.0223431973512851	0	0.0202265129902248	0.01861716928692
ENSG00000004948	799	CALCR	0.0697728880258292	0.311686778312044	4.31143500500152	0.023844124061218	0.127461905775314	0.0796466258609096	0.990566241065644	2.33768872125716	0	0.203150445554575
ENSG00000004961	3052	HCCS	34.1803960122418	51.272105529435	42.9892842460693	29.0866643778396	33.0004041389415	29.572387317592	43.1471212298732	31.7502297964385	26.2754948241817	18.2561593260974
ENSG00000004975	1856	DVL2	20.9221307049297	33.1253032036739	46.283029782109	25.6566620712188	81.5877639670999	22.0140241470547	36.5767026596619	31.5350324040615	26.2308118945676	37.6867966127108
ENSG00000005001	64063	PRSS22	291.96711251157	229.737526823794	118.70277388879	108.730818558374	161.632678998281	225.797218343887	261.842469566346	165.15055968087	22.7102140524192	88.8234160941832
ENSG00000005007	5976	UPF1	71.1427079286725	115.357831870227	141.524087780365	94.5987379827397	176.723290480639	58.8810298668129	89.8146346221719	112.927757920209	83.5244730812067	74.9904568667277
ENSG00000005020	8935	SKAP2	295.700770305415	155.007582374613	141.352644438293	39.1534642559991	48.014502274133	295.584062161658	149.137327841619	287.198799687634	37.1644138696443	174.983182836074
ENSG00000005022	292	SLC25A5	896.838895064651	1476.37559725318	609.999861015258	1053.17989072068	666.640664213833	834.537655229743	751.929506890335	522.526164315222	1034.49000249139	470.09925695137
ENSG00000005059	55013	MCUB	15.3229313299238	55.1087001941325	18.2405693221521	25.0597795831345	15.4896743283687	12.3477122383753	32.9032078650298	21.6814494936024	53.4183024841032	17.3175154034538
ENSG00000005073	3207	HOXA11	4.73880412923638	2.67191000920393	7.35444102040623	52.4942282506965	4.53121942780042	2.45127340581829	0.661880960687565	1.73226731587933	33.4820728156414	4.87542307022066
ENSG00000005075	5439	POLR2J	30.0980297700137	111.085837105202	109.480606092904	42.7126454189992	51.47250168598	25.9479544811964	66.7365189146524	72.1647850916956	36.3082575369633	36.7250900834715
ENSG00000005100	56919	DHX33	9.94888590067477	18.5646289183014	20.3820258883209	15.3072654256292	15.2806874333785	7.38367649520521	8.37431710619081	10.6716714847605	15.9216495795011	13.0954289309896
ENSG00000005102	4222	MEOX1	0.0743858604043749	5.38677953058508	0	0.0376922634281108	0.647527461054797	0.0839357485699488	3.81660840527914	0.0432087938409244	0	0.161090520037758
ENSG00000005108	221981	THSD7A	4.51692402740764	5.50768597577304	7.13317338386579	0.00922892705858148	0.495470585202671	11.5730504421097	16.9662579440734	8.81314975748742	0.0292020852474242	1.33309021431788
ENSG00000005156	3980	LIG3	9.10298672245256	12.8671274325337	9.67028298795357	16.9812641385927	26.6933722609673	6.05356489204437	9.03164706863611	6.75282597911871	17.6719905652216	19.4708494484963
ENSG00000005175	79657	RPAP3	48.8147664994628	31.1379190189859	13.3585201241473	56.4287986174215	7.30951996437159	37.7951674702507	32.2461392772482	25.4776887235535	62.8187590434048	43.5672572944841
ENSG00000005187	6296	ACSM3	2.47595828815508	0.402511432872586	0.443340457244611	0.222685035281584	0.701285612346273	4.1249880441529	0.699168290882859	2.02387210347858	0.419303000918189	2.17406196872423
ENSG00000005189	81691	REXO5	0	0	0	0	0	0	0	0	0	0
ENSG00000005194	57019	CIAPIN1	57.2698869528591	119.340068825235	111.029110868967	81.3606554085524	95.2153904874967	49.5175841221338	85.9377086243132	67.3821535824544	79.3879972661553	57.5563899285629
ENSG00000005206	56928	SPPL2B	12.8228556289235	8.05160789283319	14.5115606104074	19.6018220533445	18.5777786560122	22.7232773719771	13.3082348608591	16.2494913200391	30.1303229299725	15.3727601604586
ENSG00000005238	80256	FAM214B	23.7711422265648	16.0536977706744	14.0416282920179	10.2635160205777	13.9882679476492	24.6598612900795	33.8401934619216	26.2104652439217	7.80458264527783	9.38008809658275
ENSG00000005243	51226	COPZ2	22.3373055483155	2.41070589913005	14.1505711924301	2.12236093642126	11.7742111073381	25.3608575516844	4.12811912400548	16.6770253503067	2.34992644696249	7.48501451257075
ENSG00000005249	5577	PRKAR2B	2.47352838488372	14.6811298259732	1.94419554916233	0.0498451027230432	2.43031624752107	7.42269018729516	51.4933742944802	12.5487356342205	0.123472015752446	14.7571956265273
ENSG00000005302	10943	MSL3	23.2732063022065	12.354213063247	7.10137372981096	13.2533577876024	5.01302933130273	18.185392988023	13.7797927828865	8.62597335463767	14.7645223773466	8.69257720607609
