Ensembl	Entrez	Symbol	FCC1	FCC2	FCC3	SCC1	SCC2	SCC3
ENSG00000000003	7105	TSPAN6	112.211832296857	124.705140213286	40.1312036318918	102.036002700002	116.2023014196	49.1988875802964
ENSG00000000005	64102	TNMD	1.35952360843622	0.51953030320415	1.21840874189621	2.55448951412411	0.404084313074677	4.72489316701017
ENSG00000000419	8813	DPM1	89.2698823844258	99.8152437380527	83.6028268465981	96.479329173321	92.7750130529756	119.438970502816
ENSG00000000457	57147	SCYL3	7.4405597194881	12.9976926066765	13.1654702556717	8.58500929074939	11.1240014191282	15.6669888343318
ENSG00000000460	55732	C1orf112	16.9961540452867	21.8216651105963	13.0367694497229	19.4852478677497	21.8665454170433	23.6073849192292
ENSG00000000938	2268	FGR	0.799711544848785	0	0.0295415484433735	0.328972464693747	0.110221105503072	0.0923317781738309
ENSG00000000971	3075	CFH	0.120263840615509	0.138801830379856	0.100159916627057	0.139421663608302	0.0840829576266293	0.130436956467793
ENSG00000001036	2519	FUCA2	67.0884872882712	106.367846329861	48.3615875256124	65.3585571457053	94.3939953007155	47.6919481930756
ENSG00000001084	2729	GCLC	19.832306302358	18.151851057784	26.0729291440027	20.1611361574962	17.3796813096329	23.5642883094446
ENSG00000001167	4800	NFYA	0	0	0	0.0324378225485948	0	0
ENSG00000001460	90529	STPG1	7.53445812757974	8.2890446401948	0.0352166079786708	7.14619980407541	7.82238577085116	0.171218620333472
ENSG00000001461	57185	NIPAL3	18.2273094415746	18.1269408771004	13.9507541600853	18.3338894108674	20.1697678530982	12.9612355018859
ENSG00000001497	81887	LAS1L	134.888576215191	140.358515344874	158.435864682938	107.042693096328	117.813026389773	146.010975038215
ENSG00000001561	22875	ENPP4	24.4980014160546	24.8600396162847	0.0430273543649824	29.8536687237763	26.9863323075774	0.0448271710858306
ENSG00000001617	6405	SEMA3F	20.6996710637073	19.7559310242049	0.662475039108092	18.1870254103218	18.1054221619125	0.409797997091727
ENSG00000001626	1080	CFTR	0.0789794355718241	0.0857000298988942	0.100492372596549	0.0435196033056157	0.0599907911987753	0.15704389146243
ENSG00000001629	54467	ANKIB1	40.1220378287596	39.8513281054623	86.7396874407447	39.2075706523982	40.0363390532845	95.0166764863256
