#Transcript position	Transcript coverage profile
0.0	0.3217851164762675
1.0	0.13485506440419398
2.0	0.07360645202416047
3.0	0.05876650060592083
4.0	0.06447410972079891
5.0	0.09458741820590566
6.0	0.10254221138735133
7.0	0.07067944646647853
8.0	0.02393848808769148
9.0	0.0872154338527942
10.0	0.09636629797478621
11.0	0.06123524568823002
12.0	0.039624590972501955
13.0	0.054653168857137356
14.0	0.040593940413024
15.0	0.028966573910235178
16.0	0.025119270341155634
17.0	0.03550546639580058
18.0	0.02114867195862898
19.0	0.020511274297086494
20.0	0.07775175176494822
21.0	0.08328373808882941
22.0	0.0650229463878577
23.0	0.04107472991727606
24.0	0.004624792135225195
25.0	0.016554381182561424
26.0	0.019837765558260473
27.0	0.04613171514629669
28.0	0.034407146391176514
29.0	0.05830876946060184
30.0	0.03177384562748054
31.0	0.07210887787399047
32.0	0.06559436069102229
33.0	0.0669577423849498
34.0	0.04445722044549743
35.0	0.017184282070395192
36.0	0.038926482179708365
37.0	0.01218594301251658
38.0	0.02341023024741383
39.0	0.031245124446515202
40.0	0.030154788377999633
41.0	0.03913788247321864
42.0	0.03545278496309516
43.0	0.02997167814978786
44.0	0.02407160554799345
45.0	0.037101983948274436
46.0	0.0347758944251685
47.0	0.028813835314583144
48.0	0.02025133254100265
49.0	0.016621067300913353
50.0	0.028027860714414304
51.0	0.024322878017326674
52.0	0.027276198895642
53.0	0.01083625727413012
54.0	0.026294215130306886
55.0	0.026652044999791024
56.0	0.021727218425155695
57.0	0.013025133777554258
58.0	0.029754471294636535
59.0	0.04368009716635031
60.0	0.02572414313374358
61.0	0.010020554984583761
62.0	0.03643202745032993
63.0	0.04754102016796158
64.0	0.03169500032220456
65.0	0.01631169609621409
66.0	0.02390127295589572
67.0	0.04224403453809433
68.0	0.03167723582453084
69.0	0.01193771214092967
70.0	0.020197078518081352
71.0	0.04632103805857349
72.0	0.041719698557902654
73.0	0.025659460943758074
74.0	0.03427961445005524
75.0	0.014673768773549327
76.0	0.020544407401398884
77.0	0.04430198749355661
78.0	0.025731870567778106
79.0	0.042508075753227056
80.0	0.02699710819172619
81.0	0.02274784306770439
82.0	0.036266247855130725
83.0	0.030891404639402972
84.0	0.03814622273964285
85.0	0.048410634469598555
86.0	0.03567405422567668
87.0	0.0217970431482456
88.0	0.05004810975223869
89.0	0.04084056033214592
90.0	0.0642176083159289
91.0	0.03860154304838403
92.0	0.053734600013217816
93.0	0.047519773015871826
94.0	0.025809482937401092
95.0	0.019699149460362733
96.0	0.040891650527871165
97.0	0.012567022994631817
98.0	0.03272734315599533
99.0	0.02075117315232494
