#Transcript position	Transcript coverage profile
0.0	0.2991447404579163
1.0	0.12076887379763704
2.0	0.11006294578153983
3.0	0.08906094912116981
4.0	0.09532881191937848
5.0	0.06774609332568021
6.0	0.0427679508945735
7.0	0.05781172512930513
8.0	0.10827186690435106
9.0	0.050569430576371824
10.0	0.03549844415620766
11.0	0.034408337452688856
12.0	0.058568623198679434
13.0	0.09159616518486294
14.0	0.05926444487001418
15.0	0.05452789228588981
16.0	0.0726200259466457
17.0	0.08672263186577525
18.0	0.06610210726067237
19.0	0.04436981145409336
20.0	0.014227725209660048
21.0	0.07910727039236523
22.0	0.06158047810828248
23.0	0.13249607432233182
24.0	0.07840586796185292
25.0	0.07636873441740853
26.0	0.10720093968455262
27.0	0.1049788108783735
28.0	0.0750301162864737
29.0	0.039013758062701645
30.0	0.0174444724779455
31.0	0.022909035626722394
32.0	0.058807797707738856
33.0	0.06684300626706602
34.0	0.02861938651239374
35.0	0.0424425523981225
36.0	0.026729711008583727
37.0	0.012386484395958228
38.0	0.021152070249684185
39.0	0.028403935865734677
40.0	0.0423721714699251
41.0	0.05650781355032483
42.0	0.026177970601555908
43.0	0.023133430564516465
44.0	0.043285106717358635
45.0	0.05249556803942042
46.0	0.013939243524900904
47.0	0.014624391829092025
48.0	0.04027407291666817
49.0	0.05743952384245433
50.0	0.04057643332880679
51.0	0.051187086219357546
52.0	0.09334392228942708
53.0	0.11142392989460628
54.0	0.049503219119119236
55.0	0.02149764826738798
56.0	0.023231142743616696
57.0	0.034518777725304504
58.0	0.04165004857853359
59.0	0.031401089010820844
60.0	0.07273684468133465
61.0	0.06847587399660776
62.0	0.04160174720857345
63.0	0.07542684241700076
64.0	0.04657750814663619
65.0	0.0464082498480878
66.0	0.046530062603230476
67.0	0.01024008035543724
68.0	0.011230308500164096
69.0	0.019087680698997304
70.0	0.06191022243030174
71.0	0.03452071283616748
72.0	0.02870790984246705
73.0	0.012080394043551757
74.0	0.007026152327175618
75.0	0.0257934724166952
76.0	0.08665726291444949
77.0	0.08936401399590684
78.0	0.05959175638937165
79.0	0.03750642446431347
80.0	0.0330793112229511
81.0	0.014034859659306176
82.0	0.03984635975733024
83.0	0.09387439623703106
84.0	0.048824398613221874
85.0	0.061551117865993876
86.0	0.057142380749618964
87.0	0.04916754430677462
88.0	0.04770838818311614
89.0	0.02215229811026769
90.0	0.01882791598431409
91.0	0.01455191291135936
92.0	0.04785719643356562
93.0	0.06148108545946287
94.0	0.06852263317709581
95.0	0.06530933122994423
96.0	0.05924592309887819
97.0	0.08180232616932538
98.0	0.1007746319271683
99.0	0.04427813592872886
