#Transcript position	Transcript coverage profile
0.0	0.37912910601909017
1.0	0.15480962522979264
2.0	0.0763148190209009
3.0	0.044272515469864195
4.0	0.06436339446084008
5.0	0.05203583662410761
6.0	0.12845477312560244
7.0	0.08953056433286719
8.0	0.06282866385962797
9.0	0.04687816667332972
10.0	0.08096969080973071
11.0	0.045572462126284456
12.0	0.04649327149259946
13.0	0.06115114313694996
14.0	0.05748700693976984
15.0	0.06167456917903624
16.0	0.06434484755143581
17.0	0.04047638259331317
18.0	0.061394618757450864
19.0	0.07000847384824059
20.0	0.030894854061866345
21.0	0.028803881244604035
22.0	0.04307834214815416
23.0	0.043540491156572714
24.0	0.02159256696747119
25.0	0.0456429261482334
26.0	0.0598085234977556
27.0	0.0482755843188209
28.0	0.003475323532861949
29.0	0.036050447727768546
30.0	0.05326191977035566
31.0	0.052707474853458725
32.0	0.02243554980652958
33.0	0.039472285720322964
34.0	0.02613917404804893
35.0	0.03475632627793124
36.0	0.05023626501120978
37.0	0.05915696583479354
38.0	0.0378411017327704
39.0	0.022754170529040166
40.0	0.002741751520732509
41.0	0.020136716908820535
42.0	0.030543499873390258
43.0	0.01727759397896555
44.0	0.05043155842051231
45.0	0.05287787375793959
46.0	0.012882226993171096
47.0	0.03772408329512665
48.0	0.03142456974334033
49.0	0.03218235360623909
50.0	0.020750621599710372
51.0	0.035969497622723924
52.0	0.02239012343159303
53.0	0.026647801902662242
54.0	0.009723518955401817
55.0	0.036357882918620084
56.0	0.021981552514836238
57.0	0.03468687395278182
58.0	0.09458880372536888
59.0	0.07798065442174225
60.0	0.06143928294592968
61.0	0.0357152681542274
62.0	0.030996244455370987
63.0	0.011501633713553868
64.0	0.009671186335725631
65.0	0.040369522838197544
66.0	0.013833826196143671
67.0	0.009991277844745638
68.0	0.013700373820784453
69.0	0.017262423714036617
70.0	0.018656720889451472
71.0	0.0347555746976283
72.0	0.030827639304501622
73.0	0.0035419126328217238
74.0	0.001248829222603809
75.0	0.014873593013285835
76.0	0.019499626439944732
77.0	0.01960516668698077
78.0	0.03286663301127746
79.0	0.02716189320798702
80.0	0.04687423816424003
81.0	0.057271519455544505
82.0	0.03139489744373361
83.0	0.055293830387258804
84.0	0.06350605538294224
85.0	0.025310381673398767
86.0	0.04790812140471254
87.0	0.030685922318589964
88.0	0.06908188995253964
89.0	0.0615447580740241
90.0	0.03669463472682879
91.0	0.030710457819932004
92.0	0.0426734318749648
93.0	0.04302004231825634
94.0	0.016321399550421077
95.0	0.03272174174242712
96.0	0.04358291307775036
97.0	0.0362737962353871
98.0	0.05833819771355862
99.0	0.009366126472257909
