Ensembl	Entrez	Symbol	CCs_ChaGoK1	CCs_NCIH1299	CCs_NCIH1703	CSCs_ChaGoK1	CSCs_NCIH1299	CSCs_NCIH1703
ENSG00000000003	7105	TSPAN6	8.94675587056844	56.2498014719273	17.1665458704974	29.2699052775966	82.5901414457454	18.6508568582763
ENSG00000000005	64102	TNMD	0	0	0	0	12.4871283356792	0
ENSG00000000419	8813	DPM1	141.756989045303	35.0183293700657	46.3671347489972	83.2342780856725	57.203010394012	39.5246959548032
ENSG00000000457	57147	SCYL3	36.2854793648847	10.8811973149948	35.8131457716854	16.3591455669592	13.0362276467063	15.7447194323381
ENSG00000000460	55732	C1orf112	95.9743456344323	17.6479961873441	20.5944067888326	58.122326950646	10.8199616638212	26.2265382011261
ENSG00000000938	2268	FGR	0.021027252214634	0	0	0.0148899412412472	0.119586646216867	0
ENSG00000000971	3075	CFH	0.70995346326584	0.0452151514224105	0.0168383538805115	0.041018242895531	0.0144805598820424	0.010342965549134
ENSG00000001036	2519	FUCA2	2.37719221097797	11.7812547274622	16.951007360761	2.69455172677626	21.7637888968456	25.6501880499618
ENSG00000001084	2729	GCLC	41.9769978507288	16.2267724091738	21.8674883630762	61.6675382590273	14.0454541752131	17.3731577232432
ENSG00000001167	4800	NFYA	0	0	0	0	0	0
ENSG00000001460	90529	STPG1	11.6337240244695	4.04561650936365	12.4723711119164	5.05885360035282	1.69713999322492	9.69766949619188
ENSG00000001461	57185	NIPAL3	18.7220885920246	12.1237816617306	15.287526434671	17.4907002129013	23.2683918676732	18.5347791957437
ENSG00000001497	81887	LAS1L	53.9877277756508	75.5425528794237	117.336392411597	62.7827911870449	50.5307026385149	88.6802424079343
ENSG00000001561	22875	ENPP4	36.2716961405522	3.79596968918376	51.0976599838085	77.7487708360313	5.37464501668366	63.2178357228662
ENSG00000001617	6405	SEMA3F	0.82028359492416	0.245657121901285	4.10683473581766	1.30955274562292	0	12.6729832212656
ENSG00000001626	1080	CFTR	0.00953720471935789	0.00518459793014966	0.0270307913833196	0.0075977340491699	0.0290572490089264	0
ENSG00000001629	54467	ANKIB1	114.022633786924	121.514021355358	100.181984353951	106.34154015018	144.603882210781	114.271502204598
ENSG00000001630	1595	CYP51A1	0.463481394380141	0.219092969488019	0.038075960319207	0.941800386608465	0.196466196416036	0.02338817372686
ENSG00000001631	889	KRIT1	0.0152835089168047	0	0	0	0	0
ENSG00000002016	5893	RAD52	31.8537141502581	42.032920512175	46.5953486306154	19.6711830485949	36.23439338585	28.7770104772107
ENSG00000002330	572	BAD	0.471873863711228	0.301787310430609	0.590032482288415	0.368543481249254	0.169137687146807	0.434913223500469
ENSG00000002549	51056	LAP3	14.4733456550983	18.1940513137089	16.5610660080221	4.15102450692317	17.6614243213361	13.2146209352037
ENSG00000002586	4267	CD99	55.6655974352058	9.2204285525165	25.2946528401292	97.8338286745167	21.633831271611	27.1158576926748
ENSG00000002587	9957	HS3ST1	0.653593554491275	0	0	0.0474114954869249	0	0
ENSG00000002726	26	AOC1	0.409129621803773	0.0134794122964299	0	0.0197533137857864	0	0.0215839082327639
ENSG00000002745	51384	WNT16	0.254186667141158	0.315841131259485	0	0	10.3022262704906	0.809184951785187
ENSG00000002746	23072	HECW1	2.63158991348793	0.044387748220924	0.192852621408657	0.632408448053976	0.0414620982628987	0.461993216821166
ENSG00000002822	8379	MAD1L1	0	0	0	0	0	0
ENSG00000002834	3927	LASP1	8.01683570655065	4.03689785578757	10.8280082703481	12.6375851047211	9.02542269141372	9.04737764814289
ENSG00000002919	29916	SNX11	5.35755648888538	13.3508831471231	15.0355853606421	7.13611376400608	14.1799858645242	24.6969709993273
ENSG00000002933	55365	TMEM176A	0	0	0	0	0	0
ENSG00000003056	4074	M6PR	31.1632793141201	142.515130327694	533.78835871092	34.7447620616125	105.337045512476	338.297544077048
ENSG00000003096	90293	KLHL13	13.0964941642562	13.3901080531989	0.192424551004556	7.37374070695271	13.3377092215539	0.118196856769424
ENSG00000003137	56603	CYP26B1	1.24313897762324	0.267233716482602	0	2.48023369404603	0	0
ENSG00000003147	3382	ICA1	27.6757366379531	11.7066777262537	44.0562097911811	28.7471462855091	17.0859337689905	27.9743009852258
ENSG00000003249	79007	DBNDD1	3.88858317370261	0.53738688477784	1.17216438779271	6.54651156612675	11.5554867858699	2.59903319832961
ENSG00000003393	57679	ALS2	36.0998530520318	31.4861715113039	39.0121171537098	43.6421239164463	23.7187492227689	40.5488641637241
ENSG00000003400	843	CASP10	3.78350006849446	0.0271970835623522	0.00886229151605868	4.93879572353479	0.990775149823956	0.0653239929418987
ENSG00000003402	8837	CFLAR	12.7481822254965	17.8903072642607	13.7394720417705	28.1998198641479	26.0369858847951	37.0587917288814
ENSG00000003436	7035	TFPI	0.131535508916481	0.110007838103013	34.8887271260077	0.861937437785433	0.0147970208116824	71.8480803518919
ENSG00000003509	55471	NDUFAF7	36.6770683215467	22.2501642431004	30.8966498767081	23.2961634013612	14.7806418214222	25.3420503306003
ENSG00000003756	10181	RBM5	8.8826906790181	18.2899369396726	20.2975731462355	6.29411488502839	12.6522371489586	8.93345812078998
ENSG00000003987	9108	MTMR7	0.667208552878607	0.349686462646183	1.15401541657126	0.596036094801911	1.36771061841993	1.10795734016084
ENSG00000003989	6542	SLC7A2	4.26415118952674	33.3006587322259	0.144483939748905	5.77474114211443	15.9408707653271	0.0104410961520669
ENSG00000004059	381	ARF5	0	0	0	0	0	0
ENSG00000004139	23098	SARM1	2.21357920361753	0.157815332654897	0.27829909691392	0.512420466852992	0.0364198142733404	0.520268397635861
ENSG00000004142	26073	POLDIP2	85.7010054873194	56.3136929726799	166.930899691693	83.5335630261463	53.0383859778409	123.836210306685
ENSG00000004399	23129	PLXND1	6.38990512591452	2.14374978555421	0.607135224329964	4.02583001898168	4.01677169543741	0.40683605708978
ENSG00000004455	204	AK2	4.05627820025463	4.2093074577181	5.11653282532109	2.17650254666032	0.780370536188614	0.282983537424305
ENSG00000004468	952	CD38	0.0380271176359347	0.022551526595398	0.00979802128966616	0.0146879922058912	3.9686701736508	0
ENSG00000004478	2288	FKBP4	0	0	0	0	0	0
ENSG00000004487	23028	KDM1A	0.0217874286120993	0.10422757331563	0	0	0	0
ENSG00000004534	10180	RBM6	26.3418280337496	65.6127041960271	93.0778248273094	40.9989197484463	52.283867804268	73.219098699346
ENSG00000004660	84254	CAMKK1	2.81280305327974	1.29678003231931	0.87675879219351	1.68017351768044	1.64012357851375	0.26649868989239
ENSG00000004700	5965	RECQL	36.1749493720303	204.189661588932	385.722798070493	42.5955670428159	199.507207024101	344.540631561248
ENSG00000004766	55610	VPS50	79.1190674691393	51.2433021992437	31.2344682637851	60.1643520330824	32.5727159164414	26.1797023672867
ENSG00000004776	126393	HSPB6	0	0.627871650262475	0	0	0	0.0478752117645528
ENSG00000004777	115703	ARHGAP33	0.581351555240563	0.97994814869863	0.0894097383807387	0.234556205571959	0.296576181766622	0
ENSG00000004779	4706	NDUFAB1	145.980050369217	121.870605810637	105.768684071807	250.015974167497	138.844996264328	49.95932983328
ENSG00000004799	5166	PDK4	0	0	0	0	0	0
